G.acboost.a_drop.cd,0.999000,
G.acboost.acbst.Npump,-999.000000,
G.acboost.acbst.a,0.075000,
G.acboost.acbst.b,-1.590000,
G.acboost.acbst.c,-102.000000,
G.acboost.acbst.d,0.000000,
G.acboost.acbst.r1,0.000000,
G.acboost.acbst.r2,2.000000,
G.acboost.acbst.tau,0.001270,
G.acboost.acbst.w1,0.000000,
G.acboost.acbst.w2,1.000000,
G.acboost.acmbst.a,0.116000,
G.acboost.acmbst.b,0.000000,
G.acboost.acmbst.c,0.000000,
G.acboost.acmbst.d,0.000000,
G.acboost.acmbst.r1,0.000000,
G.acboost.acmbst.r2,2.000000,
G.acboost.acmbst.tau,0.001270,
G.acboost.acmbst.w1,1.000000,
G.acboost.acmbst.w2,1.000000,
G.acboost.lengine.a,2.922499,
G.acboost.lengine.c,100.000000,
G.acboost.lengine.l,49.213000,
G.acboost.lengine.n,9.000000,
G.acboost.lengine.vol,143.824932,
G.acboost.ltank.a,2.805521,
G.acboost.ltank.c,100.000000,
G.acboost.ltank.l,0.100000,
G.acboost.ltank.n,1.000000,
G.acboost.ltank.vol,0.280552,
G.acboost.motor.Ap,0.038158,
G.acboost.motor.Dp,0.220419,
G.acboost.motor.cd,0.610000,
G.acboost.motor.dp,120.000000,
G.acboost.motor.dpSize,120.000000,
G.acboost.motor.sgSize,0.750000,
G.acboost.motor.wf,4200.000000,
G.acboost.motor.wfSize,4200.000000,
G.acboostg.a_drop.Ao,0.388931,
G.acboostg.a_drop.Do,0.703706,
G.acboostg.a_drop.cd,1.000000,
G.acboostg.a_drop.dp,2.000000,
G.acboostg.a_drop.dpSize,2.000000,
G.acboostg.a_drop.sgSize,0.750000,
G.acboostg.a_drop.wf,9060.000000,
G.acboostg.a_drop.wfSize,9060.000000,
G.acboostg.acbst.Npump,13000.000000,
G.acboostg.acbst.a,0.005500,
G.acboostg.acbst.b,-4.890000,
G.acboostg.acbst.c,-1.237000,
G.acboostg.acbst.d,0.000000,
G.acboostg.acbst.r1,0.000000,
G.acboostg.acbst.r2,6.000000,
G.acboostg.acbst.tau,0.001270,
G.acboostg.acbst.w1,0.000000,
G.acboostg.acbst.w2,2.500000,
G.acboostg.lengine.a,2.922499,
G.acboostg.lengine.c,0.000000,
G.acboostg.lengine.l,49.213000,
G.acboostg.lengine.n,9.000000,
G.acboostg.lengine.vol,143.824932,
G.acboostg.lextra.a,1.603815,
G.acboostg.lextra.c,0.000000,
G.acboostg.lextra.l,90.551000,
G.acboostg.lextra.n,15.000000,
G.acboostg.lextra.vol,145.227075,
G.acboostg.lmp1.a,2.805521,
G.acboostg.lmp1.c,0.000000,
G.acboostg.lmp1.l,13.780000,
G.acboostg.lmp1.n,3.000000,
G.acboostg.lmp1.vol,38.660076,
G.acboostg.lmp2.a,2.922499,
G.acboostg.lmp2.c,0.000000,
G.acboostg.lmp2.l,11.811000,
G.acboostg.lmp2.n,2.000000,
G.acboostg.lmp2.vol,34.517633,
G.acboostg.ltank.a,2.805521,
