timex,start_x,start_v,start_ph,start_prs,start_pxr,start_ps,start_wfs,start_wfh,start_wfvrs,start_wfvx,start_uf_net,start_uf,start_px,start_a,start_m,tri_x,tri_v,tri_ped,tri_pes,tri_pd,tri_pld,tri_plr,tri_ps,tri_wfd,tri_wfde,tri_wfld,tri_wfle,tri_wflr,tri_wfs,tri_wfse,tri_wfxd,tri_wfsx,tri_wfx,tri_uf_net,tri_uf,tri_m,tri_fext,tri_pel,tri_px,mv_x,mv_v,mv_ps,mv_px,mv_pr,mv_pc,mv_pa,mv_pw,mv_pd,mv_wfs,mv_wfd,mv_wfsr,mv_wfwd,mv_wfw,mv_wfwx,mv_wfxa,mv_wfrc,mv_wfx,mv_wfa,mv_wfc,mv_wfr,mv_uf_net,mv_uf,mv_m,hs_x,hs_v,hs_pf,hs_ph,hs_pl,hs_plx,hs_wff,hs_wfh,hs_wfl,hs_uf_net,hs_uf,hs_f_f,hs_f_cf,fp_sg,fp_beta
0.000517,0.116477087,0.078663,445.96,445.96,71.351,1449.4,701.99,-701.99,0.43492,0.43492,-0.037304,-0.037304,71.396,-133.56,0.10781,-0.0017857,0,71.351,1449.358765,71.351,737.78,719.64,1455.6,101.08,0,0,0,0,113.72,0,101.08,113.72,12.648,0,0.0054855,0.055,-11.379,71.351,737.78,1.30E-13,0,439.38,198.6,198.6,103.91,14.696,439.38,393.61,99.188,99.188,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057944,-0.59931,320.29,439.38,384.29,384.29,-103.85,85.982,-17.87,0.99867,0.99867,-0.30164,0.61,0.75,1.35E+05
0.000518,0.116477169,0.078533,445.95,445.95,71.307,1449.4,701.99,-701.99,0.4342,0.4342,-0.035391,-0.035391,71.352,-126.71,0.10781,-0.0017857,0,71.307,1449.362915,71.307,720.31,737.09,1455.6,99.745,0,0,0,0,115.1,0,99.745,115.1,15.355,0,0.0068474,0.055,-11.379,71.307,720.31,1.30E-13,0,439.37,198.6,198.6,103.9,14.696,439.37,393.61,99.18,99.18,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057938,-0.59157,320.29,439.37,384.28,384.27,-103.84,86.199,-17.639,0.99905,0.99905,-0.30161,0.61,0.75,1.35E+05
0.000519,0.116477251,0.07841,445.94,445.94,71.263,1449.4,701.98,-701.98,0.43352,0.43352,-0.033494,-0.033494,71.308,-119.92,0.10781,-0.0017857,0,71.263,1449.36731,71.263,737.79,719.65,1455.6,101.08,0,0,0,0,113.72,0,101.08,113.72,12.641,0,0.0082092,0.055,-11.379,71.263,737.79,1.30E-13,0,439.35,198.6,198.6,103.89,14.696,439.35,393.6,99.172,99.172,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057933,-0.58384,320.28,439.35,384.27,384.26,-103.82,86.416,-17.408,0.99935,0.99935,-0.30158,0.61,0.75,1.35E+05
0.00052,0.116477333,0.078294,445.93,445.93,71.221,1449.4,701.98,-701.98,0.43287,0.43287,-0.03167,-0.03167,71.266,-113.39,0.10781,-0.0017857,0,71.221,1449.37146,71.221,720.32,737.09,1455.6,99.753,0,0,0,0,115.1,0,99.753,115.1,15.348,0,0.0095367,0.055,-11.379,71.221,720.32,1.30E-13,0,439.34,198.6,198.6,103.89,14.696,439.34,393.6,99.163,99.163,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057927,-0.5761,320.28,439.34,384.26,384.25,-103.81,86.634,-17.178,0.99958,0.99958,-0.30155,0.61,0.75,1.35E+05
0.000521,0.116477415,0.078183,445.92,445.92,71.178,1449.4,701.97,-701.97,0.43226,0.43226,-0.029858,-0.029858,71.223,-106.9,0.10781,-0.0017857,0,71.178,1449.375854,71.178,737.79,719.66,1455.6,101.09,0,0,0,0,113.72,0,101.09,113.72,12.635,0,0.010868,0.055,-11.379,71.178,737.79,1.30E-13,0,439.33,198.6,198.6,103.88,14.696,439.33,393.59,99.155,99.155,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057921,-0.56835,320.28,439.33,384.25,384.24,-103.8,86.851,-16.947,0.99973,0.99973,-0.30153,0.61,0.75,1.35E+05
0.000522,0.116477489,0.07808,445.91,445.91,71.137,1449.4,701.97,-701.97,0.43169,0.43169,-0.028123,-0.028123,71.181,-100.69,0.10781,-0.0017857,0,71.137,1449.380005,71.137,720.32,737.1,1455.6,99.759,0,0,0,0,115.1,0,99.759,115.1,15.341,0,0.012157,0.055,-11.379,71.137,720.32,1.30E-13,0,439.32,198.6,198.6,103.88,14.696,439.32,393.59,99.147,99.147,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057915,-0.56061,320.27,439.32,384.24,384.23,-103.79,87.069,-16.716,0.99983,0.99983,-0.3015,0.61,0.75,1.35E+05
0.000523,0.116477564,0.077982,445.9,445.9,71.096,1449.4,701.97,-701.97,0.43115,0.43115,-0.026402,-0.026402,71.14,-94.53,0.10781,-0.0017857,0,71.096,1449.384399,71.096,737.8,719.66,1455.6,101.1,0,0,0,0,113.72,0,101.1,113.72,12.628,0,0.013447,0.055,-11.379,71.096,737.8,1.30E-13,0,439.31,198.6,198.6,103.87,14.696,439.31,393.58,99.138,99.138,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.005791,-0.55287,320.27,439.31,384.22,384.22,-103.77,87.287,-16.485,0.99985,0.99985,-0.30147,0.61,0.75,1.35E+05
0.000524,0.116477638,0.077891,445.89,445.89,71.056,1449.4,701.96,-701.96,0.43065,0.43065,-0.024758,-0.024758,71.1,-88.644,0.10781,-0.0017857,0,71.056,1449.38855,71.056,720.33,737.11,1455.6,99.766,0,0,0,0,115.1,0,99.766,115.1,15.335,0,0.014698,0.055,-11.379,71.056,720.33,1.30E-13,0,439.29,198.6,198.6,103.86,14.696,439.29,393.58,99.13,99.13,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057904,-0.54513,320.27,439.29,384.21,384.21,-103.76,87.505,-16.254,0.99979,0.99979,-0.30145,0.61,0.75,1.35E+05
0.000525,0.116477713,0.077805,445.88,445.88,71.016,1449.4,701.96,-701.96,0.43017,0.43017,-0.023129,-0.023129,71.06,-82.81,0.10781,-0.0017857,0,71.016,1449.392944,71.016,737.81,719.67,1455.6,101.1,0,0,0,0,113.72,0,101.1,113.72,12.622,0,0.015953,0.055,-11.379,71.016,737.81,1.30E-13,0,439.28,198.6,198.6,103.86,14.696,439.28,393.58,99.121,99.121,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057899,-0.53738,320.27,439.28,384.2,384.2,-103.75,87.723,-16.023,0.99967,0.99967,-0.30142,0.61,0.75,1.35E+05
0.000526,0.116477787,0.077725,445.87,445.87,70.977,1449.4,701.96,-701.96,0.42973,0.42973,-0.021578,-0.021578,71.021,-77.257,0.10781,-0.0017857,0,70.977,1449.397095,70.977,720.33,737.11,1455.6,99.772,0,0,0,0,115.1,0,99.772,115.1,15.329,0,0.017166,0.055,-11.379,70.977,720.33,1.30E-13,0,439.27,198.6,198.6,103.85,14.696,439.27,393.57,99.113,99.113,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057894,-0.52964,320.26,439.27,384.19,384.19,-103.73,87.942,-15.793,0.99947,0.99947,-0.30139,0.61,0.75,1.35E+05
0.000527,0.116477862,0.077651,445.86,445.86,70.939,1449.4,701.95,-701.95,0.42932,0.42932,-0.020044,-0.020044,70.983,-71.765,0.10781,-0.0017857,0,70.939,1449.401489,70.939,737.81,719.67,1455.6,101.11,0,0,0,0,113.73,0,101.11,113.73,12.616,0,0.018375,0.055,-11.379,70.939,737.81,1.30E-13,0,439.26,198.6,198.6,103.84,14.696,439.26,393.57,99.105,99.105,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057888,-0.5219,320.26,439.26,384.18,384.18,-103.72,88.16,-15.562,0.99921,0.99921,-0.30137,0.61,0.75,1.35E+05
0.000528,0.116477937,0.077582,445.85,445.85,70.902,1449.4,701.95,-701.95,0.42894,0.42894,-0.01859,-0.01859,70.946,-66.56,0.10781,-0.0017857,0,70.902,1449.40564,70.902,720.34,737.12,1455.6,99.779,0,0,0,0,115.1,0,99.779,115.1,15.323,0,0.01955,0.055,-11.379,70.902,720.34,1.30E-13,0,439.25,198.6,198.6,103.83,14.696,439.25,393.56,99.096,99.096,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057883,-0.51417,320.26,439.25,384.17,384.17,-103.71,88.378,-15.331,0.99886,0.99886,-0.30134,0.61,0.75,1.35E+05
0.000529,0.116478011,0.077518,445.83,445.83,70.865,1449.4,701.95,-701.95,0.42858,0.42858,-0.017157,-0.017157,70.909,-61.429,0.10781,-0.0017857,0,70.865,1449.410034,70.865,737.81,719.68,1455.6,101.11,0,0,0,0,113.73,0,101.11,113.73,12.611,0,0.020725,0.055,-11.379,70.865,737.81,1.30E-13,0,439.23,198.6,198.6,103.83,14.696,439.23,393.56,99.088,99.088,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057878,-0.50643,320.25,439.23,384.16,384.16,-103.7,88.597,-15.1,0.99845,0.99845,-0.30131,0.61,0.75,1.35E+05
0.00053,0.116478086,0.077459,445.82,445.82,70.829,1449.4,701.94,-701.94,0.42826,0.42826,-0.0158,-0.0158,70.873,-56.57,0.10781,-0.0017857,0,70.829,1449.414185,70.829,720.34,737.12,1455.6,99.785,0,0,0,0,115.1,0,99.785,115.1,15.317,0,0.021854,0.055,-11.379,70.829,720.34,1.30E-13,0,439.22,198.6,198.6,103.82,14.696,439.22,393.55,99.079,99.079,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057873,-0.4987,320.25,439.22,384.15,384.15,-103.69,88.815,-14.87,0.99797,0.99797,-0.30129,0.61,0.75,1.35E+05
0.000531,0.11647816,0.077405,445.81,445.81,70.794,1449.4,701.94,-701.94,0.42796,0.42796,-0.014466,-0.014466,70.837,-51.793,0.10781,-0.0017857,0,70.794,1449.418579,70.794,737.82,719.68,1455.6,101.12,0,0,0,0,113.73,0,101.12,113.73,12.605,0,0.022984,0.055,-11.379,70.794,737.82,1.30E-13,0,439.21,198.6,198.6,103.81,14.696,439.21,393.55,99.071,99.071,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057868,-0.49098,320.25,439.21,384.14,384.14,-103.67,89.033,-14.64,0.99743,0.99743,-0.30126,0.61,0.75,1.35E+05
0.000532,0.116478235,0.077355,445.8,445.8,70.759,1449.4,701.94,-701.94,0.42768,0.42768,-0.013212,-0.013212,70.803,-47.303,0.10781,-0.0017857,0,70.759,1449.422729,70.759,720.35,737.12,1455.6,99.79,0,0,0,0,115.1,0,99.79,115.1,15.312,0,0.024075,0.055,-11.379,70.759,720.35,1.30E-13,0,439.2,198.6,198.6,103.8,14.696,439.2,393.55,99.063,99.063,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057863,-0.48325,320.25,439.2,384.13,384.13,-103.66,89.252,-14.409,0.99681,0.99681,-0.30123,0.61,0.75,1.35E+05
0.000533,0.116478309,0.07731,445.79,445.79,70.725,1449.4,701.93,-701.93,0.42744,0.42744,-0.01198,-0.01198,70.769,-42.894,0.10781,-0.0017857,0,70.725,1449.427124,70.725,737.82,719.69,1455.6,101.13,0,0,0,0,113.73,0,101.13,113.73,12.6,0,0.025166,0.055,-11.379,70.725,737.82,1.30E-13,0,439.19,198.6,198.6,103.79,14.696,439.19,393.54,99.054,99.054,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057858,-0.47554,320.24,439.19,384.12,384.12,-103.65,89.47,-14.179,0.99612,0.99612,-0.30121,0.61,0.75,1.35E+05
0.000534,0.116478384,0.07727,445.78,445.78,70.693,1449.4,701.93,-701.93,0.42721,0.42721,-0.010829,-0.010829,70.736,-38.772,0.10781,-0.0017857,0,70.693,1449.431274,70.693,720.35,737.13,1455.6,99.796,0,0,0,0,115.1,0,99.796,115.1,15.306,0,0.026211,0.055,-11.379,70.693,720.35,1.30E-13,0,439.17,198.6,198.6,103.78,14.696,439.17,393.54,99.046,99.046,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057854,-0.46783,320.24,439.17,384.11,384.11,-103.64,89.689,-13.949,0.99536,0.99536,-0.30118,0.61,0.75,1.35E+05
0.000535,0.116478458,0.077233,445.76,445.76,70.66,1449.4,701.93,-701.93,0.42701,0.42701,-0.0097022,-0.0097022,70.704,-34.738,0.10781,-0.0017857,0,70.66,1449.435669,70.66,737.83,719.69,1455.6,101.13,0,0,0,0,113.73,0,101.13,113.73,12.595,0,0.027252,0.055,-11.379,70.66,737.83,1.30E-13,0,439.16,198.6,198.6,103.77,14.696,439.16,393.53,99.037,99.037,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057849,-0.46012,320.24,439.16,384.11,384.1,-103.63,89.907,-13.72,0.99453,0.99453,-0.30115,0.61,0.75,1.35E+05
0.000536,0.116478533,0.0772,445.75,445.75,70.629,1449.4,701.92,-701.92,0.42683,0.42683,-0.0086569,-0.0086569,70.672,-30.995,0.10781,-0.0017857,0,70.629,1449.439819,70.629,720.36,737.13,1455.6,99.801,0,0,0,0,115.1,0,99.801,115.1,15.302,0,0.028255,0.055,-11.379,70.629,720.36,1.30E-13,0,439.15,198.6,198.6,103.76,14.696,439.15,393.53,99.029,99.029,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057844,-0.45242,320.23,439.15,384.1,384.09,-103.61,90.125,-13.49,0.99363,0.99363,-0.30113,0.61,0.75,1.35E+05
0.000537,0.116478607,0.077171,445.74,445.74,70.598,1449.4,701.92,-701.92,0.42667,0.42667,-0.0076366,-0.0076366,70.641,-27.342,0.10781,-0.0017857,0,70.598,1449.444214,70.598,737.83,719.69,1455.7,101.14,0,0,0,0,113.73,0,101.14,113.73,12.59,0,0.029259,0.055,-11.379,70.598,737.83,1.30E-13,0,439.14,198.6,198.6,103.76,14.696,439.14,393.52,99.02,99.02,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.005784,-0.44473,320.23,439.14,384.09,384.08,-103.6,90.343,-13.261,0.99266,0.99266,-0.3011,0.61,0.75,1.35E+05
0.000538,0.116478682,0.077145,445.73,445.73,70.568,1449.4,701.92,-701.92,0.42652,0.42652,-0.0066983,-0.0066983,70.612,-23.982,0.10781,-0.0017857,0,70.568,1449.448364,70.568,720.36,737.14,1455.7,99.806,0,0,0,0,115.1,0,99.806,115.1,15.297,0,0.030216,0.055,-11.379,70.568,720.36,1.30E-13,0,439.12,198.6,198.6,103.75,14.696,439.12,393.52,99.012,99.012,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057836,-0.43705,320.23,439.12,384.08,384.08,-103.59,90.561,-13.032,0.99161,0.99161,-0.30107,0.61,0.75,1.35E+05
0.000539,0.116478756,0.077123,445.71,445.71,70.539,1449.5,701.92,-701.92,0.4264,0.4264,-0.0057865,-0.0057865,70.582,-20.718,0.10781,-0.0017857,0,70.539,1449.452759,70.539,737.84,719.7,1455.7,101.14,0,0,0,0,113.73,0,101.14,113.73,12.586,0,0.03117,0.055,-11.379,70.539,737.84,1.30E-13,0,439.11,198.6,198.6,103.74,14.696,439.11,393.52,99.003,99.003,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057831,-0.42937,320.23,439.11,384.07,384.07,-103.58,90.779,-12.803,0.99049,0.99049,-0.30105,0.61,0.75,1.35E+05
0.00054,0.116478831,0.077104,445.7,445.7,70.511,1449.5,701.91,-701.91,0.4263,0.4263,-0.0049605,-0.0049605,70.554,-17.76,0.10781,-0.0017857,0,70.511,1449.456909,70.511,720.36,737.14,1455.7,99.811,0,0,0,0,115.1,0,99.811,115.1,15.293,0,0.032082,0.055,-11.379,70.511,720.36,1.30E-13,0,439.1,198.6,198.6,103.73,14.696,439.1,393.51,98.995,98.995,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057827,-0.42171,320.22,439.1,384.06,384.06,-103.57,90.996,-12.574,0.98931,0.98931,-0.30102,0.61,0.75,1.35E+05
0.000541,0.116478905,0.077088,445.69,445.69,70.483,1449.5,701.91,-701.91,0.42621,0.42621,-0.0041584,-0.0041584,70.527,-14.889,0.10781,-0.0017857,0,70.483,1449.461304,70.483,737.84,719.7,1455.7,101.15,0,0,0,0,113.73,0,101.15,113.73,12.582,0,0.032993,0.055,-11.379,70.483,737.84,1.30E-13,0,439.09,198.6,198.6,103.72,14.696,439.09,393.51,98.987,98.987,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057823,-0.41405,320.22,439.09,384.06,384.05,-103.56,91.214,-12.346,0.98805,0.98805,-0.30099,0.61,0.75,1.35E+05
0.000542,0.11647898,0.077074,445.67,445.67,70.457,1449.5,701.91,-701.91,0.42613,0.42613,-0.0034446,-0.0034446,70.5,-12.333,0.10781,-0.0017857,0,70.457,1449.465454,70.457,720.37,737.14,1455.7,99.815,0,0,0,0,115.1,0,99.815,115.1,15.289,0,0.033859,0.055,-11.379,70.457,720.37,1.30E-13,0,439.08,198.6,198.6,103.71,14.696,439.08,393.5,98.978,98.978,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057819,-0.4064,320.22,439.08,384.05,384.05,-103.55,91.431,-12.118,0.98672,0.98672,-0.30097,0.61,0.75,1.35E+05
0.000543,0.116479054,0.077063,445.66,445.66,70.431,1449.5,701.91,-701.91,0.42607,0.42607,-0.0027552,-0.0027552,70.474,-9.8647,0.10781,-0.0017857,0,70.431,1449.469849,70.431,737.84,719.7,1455.7,101.15,0,0,0,0,113.73,0,101.15,113.73,12.578,0,0.034721,0.055,-11.379,70.431,737.84,1.30E-13,0,439.06,198.6,198.6,103.7,14.696,439.06,393.5,98.97,98.97,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057815,-0.39877,320.21,439.06,384.04,384.04,-103.54,91.648,-11.89,0.98531,0.98531,-0.30094,0.61,0.75,1.35E+05
0.000544,0.116479129,0.077055,445.65,445.65,70.406,1449.5,701.9,-701.9,0.42602,0.42602,-0.0021536,-0.0021536,70.45,-7.7106,0.10781,-0.0017857,0,70.406,1449.473999,70.406,720.37,737.15,1455.7,99.819,0,0,0,0,115.1,0,99.819,115.1,15.285,0,0.035538,0.055,-11.379,70.406,720.37,1.30E-13,0,439.05,198.6,198.6,103.68,14.696,439.05,393.49,98.961,98.961,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057811,-0.39114,320.21,439.05,384.04,384.03,-103.53,91.865,-11.663,0.98385,0.98385,-0.30091,0.61,0.75,1.35E+05
0.000545,0.116479203,0.077048,445.63,445.63,70.382,1449.5,701.9,-701.9,0.42599,0.42599,-0.0015785,-0.0015785,70.425,-5.6514,0.10781,-0.0017857,0,70.382,1449.478394,70.382,737.84,719.71,1455.7,101.15,0,0,0,0,113.73,0,101.15,113.73,12.575,0,0.036358,0.055,-11.379,70.382,737.84,1.30E-13,0,439.04,198.6,198.6,103.67,14.696,439.04,393.49,98.953,98.953,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057807,-0.38353,320.21,439.04,384.03,384.03,-103.52,92.082,-11.436,0.98232,0.98232,-0.30089,0.61,0.75,1.35E+05
0.000546,0.116479278,0.077043,445.62,445.62,70.359,1449.5,701.9,-701.9,0.42596,0.42596,-0.0010929,-0.0010929,70.402,-3.9128,0.10781,-0.0017857,0,70.359,1449.482544,70.359,720.37,737.15,1455.7,99.823,0,0,0,0,115.1,0,99.823,115.1,15.282,0,0.037128,0.055,-11.379,70.359,720.37,1.30E-13,0,439.03,198.6,198.6,103.66,14.696,439.03,393.48,98.944,98.944,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057803,-0.37593,320.21,439.03,384.02,384.02,-103.51,92.298,-11.209,0.98071,0.98071,-0.30086,0.61,0.75,1.35E+05
0.000547,0.116479352,0.07704,445.6,445.6,70.336,1449.5,701.9,-701.9,0.42594,0.42594,-0.00063318,-0.00063318,70.379,-2.267,0.10781,-0.0017857,0,70.336,1449.486938,70.336,737.85,719.71,1455.7,101.16,0,0,0,0,113.73,0,101.16,113.73,12.572,0,0.037891,0.055,-11.379,70.336,737.85,1.30E-13,0,439.02,198.6,198.6,103.65,14.696,439.02,393.48,98.936,98.936,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057799,-0.36834,320.2,439.02,384.02,384.01,-103.5,92.515,-10.983,0.97904,0.97904,-0.30083,0.61,0.75,1.35E+05
0.000548,0.116479427,0.077039,445.59,445.59,70.315,1449.5,701.9,-701.9,0.42594,0.42594,-0.00026369,-0.00026369,70.358,-0.94411,0.10781,-0.0017857,0,70.315,1449.491089,70.315,720.38,737.15,1455.7,99.826,0,0,0,0,115.11,0,99.826,115.11,15.279,0,0.038616,0.055,-11.379,70.315,720.38,1.30E-13,0,439,198.6,198.6,103.64,14.696,439,393.48,98.927,98.927,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057796,-0.36077,320.2,439,384.01,384.01,-103.49,92.73,-10.757,0.97729,0.97729,-0.30081,0.61,0.75,1.35E+05
0.000549,0.116479501,0.077039,445.57,445.57,70.294,1449.5,701.89,-701.89,0.42593,0.42593,7.58E-05,7.58E-05,70.337,0.27124,0.10781,-0.0017857,0,70.294,1449.495483,70.294,737.85,719.71,1455.7,101.16,0,0,0,0,113.73,0,101.16,113.73,12.569,0,0.039337,0.055,-11.379,70.294,737.85,1.30E-13,0,438.99,198.6,198.6,103.63,14.696,438.99,393.47,98.919,98.919,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057792,-0.3532,320.2,438.99,384.01,384,-103.48,92.946,-10.532,0.97546,0.97546,-0.30078,0.61,0.75,1.35E+05
0.00055,0.116479576,0.07704,445.56,445.56,70.274,1449.5,701.89,-701.89,0.42594,0.42594,0.00032735,0.00032735,70.318,1.172,0.10781,-0.0017857,0,70.274,1449.499634,70.274,720.38,737.15,1455.7,99.83,0,0,0,0,115.11,0,99.83,115.11,15.276,0,0.040009,0.055,-11.379,70.274,720.38,1.30E-13,0,438.98,198.6,198.6,103.62,14.696,438.98,393.47,98.91,98.91,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057789,-0.34566,320.2,438.98,384,384,-103.47,93.161,-10.307,0.97358,0.97358,-0.30076,0.61,0.75,1.35E+05
0.000551,0.11647965,0.077041,445.54,445.54,70.255,1449.5,701.89,-701.89,0.42595,0.42595,0.00055075,0.00055075,70.298,1.9719,0.10781,-0.0017857,0,70.255,1449.504028,70.255,737.85,719.71,1455.7,101.16,0,0,0,0,113.73,0,101.16,113.73,12.566,0,0.040676,0.055,-11.379,70.255,737.85,1.30E-13,0,438.97,198.6,198.6,103.61,14.696,438.97,393.46,98.902,98.902,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057785,-0.33813,320.19,438.97,383.99,383.99,-103.46,93.376,-10.082,0.97163,0.97163,-0.30073,0.61,0.75,1.35E+05
0.000552,0.116479725,0.077044,445.53,445.53,70.237,1449.5,701.89,-701.89,0.42596,0.42596,0.00068289,0.00068289,70.281,2.445,0.10781,-0.0017857,0,70.237,1449.508179,70.237,720.38,737.16,1455.7,99.833,0,0,0,0,115.11,0,99.833,115.11,15.273,0,0.041298,0.055,-11.379,70.237,720.38,1.30E-13,0,438.95,198.6,198.6,103.59,14.696,438.95,393.46,98.893,98.893,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057782,-0.33061,320.19,438.95,383.99,383.99,-103.45,93.591,-9.8579,0.9696,0.9696,-0.3007,0.61,0.75,1.35E+05
0.000553,0.116479799,0.077046,445.51,445.51,70.22,1449.5,701.89,-701.89,0.42598,0.42598,0.00078458,0.00078458,70.263,2.8091,0.10781,-0.0017857,0,70.22,1449.512573,70.22,737.85,719.72,1455.7,101.17,0,0,0,0,113.73,0,101.17,113.73,12.564,0,0.04192,0.055,-11.379,70.22,737.85,1.30E-13,0,438.94,198.6,198.6,103.58,14.696,438.94,393.45,98.885,98.885,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057779,-0.32311,320.19,438.94,383.98,383.98,-103.44,93.805,-9.6342,0.9675,0.9675,-0.30068,0.61,0.75,1.35E+05
0.000554,0.116479874,0.077049,445.5,445.5,70.204,1449.5,701.88,-701.88,0.42599,0.42599,0.00079465,0.00079465,70.247,2.8451,0.10781,-0.0017857,0,70.204,1449.516724,70.204,720.38,737.16,1455.7,99.835,0,0,0,0,115.11,0,99.835,115.11,15.271,0,0.042492,0.055,-11.379,70.204,720.38,1.30E-13,0,438.93,198.6,198.6,103.57,14.696,438.93,393.45,98.876,98.876,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057775,-0.31562,320.19,438.93,383.98,383.98,-103.43,94.019,-9.4111,0.96535,0.96535,-0.30065,0.61,0.75,1.35E+05
0.000555,0.116479948,0.077052,445.48,445.48,70.188,1449.5,701.88,-701.88,0.42601,0.42601,0.00077266,0.00077266,70.231,2.7664,0.10781,-0.0017857,0,70.188,1449.521118,70.188,737.85,719.72,1455.7,101.17,0,0,0,0,113.73,0,101.17,113.73,12.562,0,0.04306,0.055,-11.379,70.188,737.85,1.30E-13,0,438.92,198.6,198.6,103.56,14.696,438.92,393.44,98.868,98.868,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057772,-0.30816,320.18,438.92,383.98,383.97,-103.42,94.232,-9.1884,0.96312,0.96312,-0.30062,0.61,0.75,1.35E+05
0.000556,0.116480023,0.077055,445.46,445.46,70.174,1449.5,701.88,-701.88,0.42602,0.42602,0.00066102,0.00066102,70.217,2.3667,0.10781,-0.0017857,0,70.174,1449.525269,70.174,720.38,737.16,1455.7,99.838,0,0,0,0,115.11,0,99.838,115.11,15.269,0,0.043583,0.055,-11.379,70.174,720.38,1.30E-13,0,438.9,198.6,198.6,103.54,14.696,438.9,393.44,98.859,98.859,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057769,-0.30071,320.18,438.9,383.97,383.97,-103.41,94.445,-8.9663,0.96081,0.96081,-0.3006,0.61,0.75,1.35E+05
0.000557,0.116480097,0.077057,445.45,445.45,70.16,1449.5,701.88,-701.88,0.42603,0.42603,0.00051576,0.00051576,70.203,1.8466,0.10781,-0.0017857,0,70.16,1449.529663,70.16,737.86,719.72,1455.7,101.17,0,0,0,0,113.73,0,101.17,113.73,12.56,0,0.044102,0.055,-11.379,70.16,737.86,1.30E-13,0,438.89,198.6,198.6,103.53,14.696,438.89,393.44,98.851,98.851,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057766,-0.29328,320.18,438.89,383.97,383.96,-103.4,94.658,-8.7447,0.95845,0.95845,-0.30057,0.61,0.75,1.35E+05
0.000558,0.116480172,0.077059,445.43,445.43,70.147,1449.5,701.88,-701.88,0.42604,0.42604,0.0002805,0.0002805,70.191,1.0043,0.10781,-0.0017857,0,70.147,1449.533813,70.147,720.38,737.16,1455.7,99.84,0,0,0,0,115.11,0,99.84,115.11,15.268,0,0.044575,0.055,-11.379,70.147,720.38,1.30E-13,0,438.88,198.6,198.6,103.52,14.696,438.88,393.43,98.842,98.842,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0057763,-0.28586,320.17,438.88,383.96,383.96,-103.39,94.87,-8.5237,0.95602,0.95602,-0.30054,0.61,0.75,1.35E+05
