ics.F.A8_ERR,0.189277,,,,,,,,,,,
ics.F.A8_GAIN,5.5,,,,,,,,,,,
ics.F.A8_NULL,22.9,,,,,,,,,,,
ics.F.A8_REF,4.066042,,,,,,,,,,,
ics.F.A8_TM_DEM,21.858974,,,,,,,,,,,
ics.F.VEN_LOAD_X,8000,,,,,,,,,,,
ics.F.VEN_LOAD_Xl,8000,,,,,,,,,,,
ics.F.VEN_LOAD_Xln,8000,,,,,,,,,,,
ics.F.WFM_MV_REF,78.829573,,,,,,,,,,,
ics.acboost.S_init,0.414565,,,,,,,,,,,
ics.acboost.acbst.NRpm,16005.3,,,,,,,,,,,
ics.acboost.acbst.Pd_Pump,76.617535,,,,,,,,,,,
ics.acboost.acbst.Ps_Pump,17.696,,,,,,,,,,,
ics.acboost.acbst.dP_Pump,58.921535,,,,,,,,,,,
ics.acboost.acbst.q,88.259199,,,,,,,,,,,
ics.acboost.acmbst.NRpm,16005.3,,,,,,,,,,,
ics.acboost.acmbst.Pd_Pump,172.584907,,,,,,,,,,,
ics.acboost.acmbst.dP_Pump,95.967373,,,,,,,,,,,
ics.acboost.acmbst.q,36.589144,,,,,,,,,,,
ics.acboost.lengine.p,76.617535,,,,,,,,,,,
ics.acboost.lengine.wf,9060,,,,,,,,,,,
ics.acboost.ltank.p,17.696,,,,,,,,,,,
ics.acboost.ltank.wf,9060,,,,,,,,,,,
ics.acboost.motor.dP,95.967372,,,,,,,,,,,
ics.acboost.motor.wf,3755.955767,,,,,,,,,,,
ics.acboost.pacbst,76.617535,,,,,,,,,,,
ics.acboost.pacbsts,17.696,,,,,,,,,,,
ics.acboost.pacmbst,172.584907,,,,,,,,,,,
ics.acboost.pengine,76.617535,,,,,,,,,,,
ics.acboost.ptank,17.696,,,,,,,,,,,
ics.acboost.wfacbst,9060,,,,,,,,,,,
ics.acboost.wfacmbst,3755.955767,,,,,,,,,,,
ics.acboost.wfbypass,5304.044165,,,,,,,,,,,
ics.acboostg.a_drop.dP,1.898734,,,,,,,,,,,
ics.acboostg.a_drop.wf,9060,,,,,,,,,,,
ics.acboostg.acbst.NRpm,13000,,,,,,,,,,,
ics.acboostg.acbst.Pd_Pump,41.958751,,,,,,,,,,,
ics.acboostg.acbst.Ps_Pump,17.696,,,,,,,,,,,
ics.acboostg.acbst.dP_Pump,24.262751,,,,,,,,,,,
ics.acboostg.acbst.q,88.259199,,,,,,,,,,,
ics.acboostg.acmbst.NRpm,13000,,,,,,,,,,,
ics.acboostg.lengine.p,40.060017,,,,,,,,,,,
ics.acboostg.lengine.wf,9060,,,,,,,,,,,
ics.acboostg.lextra.p,41.958751,,,,,,,,,,,
ics.acboostg.lextra.wf,0,,,,,,,,,,,
ics.acboostg.lmp1.p,41.958751,,,,,,,,,,,
ics.acboostg.lmp1.wf,9060,,,,,,,,,,,
ics.acboostg.lmp2.p,41.958751,,,,,,,,,,,
ics.acboostg.lmp2.wf,9060,,,,,,,,,,,
ics.acboostg.ltank.p,17.696,,,,,,,,,,,
ics.acboostg.ltank.wf,9060,,,,,,,,,,,
ics.acboostg.pacbst,41.958751,,,,,,,,,,,
ics.acboostg.pacbsts,17.696,,,,,,,,,,,
ics.acboostg.pengine,40.060017,,,,,,,,,,,
ics.acboostg.ptank,17.696,,,,,,,,,,,
ics.acboostg.vo_pah.p,40.060017,,,,,,,,,,,
ics.acboostg.vo_pah.wf,9060,,,,,,,,,,,
ics.acboostg.wfacbst,9060,,,,,,,,,,,
ics.acboosti.S_init,0.414565,,,,,,,,,,,
ics.acboosti.acbst.NRpm,16005.3,,,,,,,,,,,
ics.acboosti.acbst.Pd_Pump,76.617535,,,,,,,,,,,
ics.acboosti.acbst.Ps_Pump,17.696,,,,,,,,,,,
ics.acboosti.acbst.dP_Pump,58.921535,,,,,,,,,,,
ics.acboosti.acbst.q,88.259199,,,,,,,,,,,
ics.acboosti.acmbst.NRpm,16005.3,,,,,,,,,,,
ics.acboosti.acmbst.Pd_Pump,172.584907,,,,,,,,,,,
ics.acboosti.acmbst.dP_Pump,95.967373,,,,,,,,,,,
ics.acboosti.acmbst.q,36.589144,,,,,,,,,,,
ics.acboosti.lengine.p,76.617535,,,,,,,,,,,
ics.acboosti.lengine.wf,9060,,,,,,,,,,,
ics.acboosti.ltank.p,17.696,,,,,,,,,,,
ics.acboosti.ltank.wf,9060,,,,,,,,,,,
ics.acboosti.motor.dP,95.967372,,,,,,,,,,,
ics.acboosti.motor.wf,3755.955767,,,,,,,,,,,
ics.acboosti.pacbst,76.617535,,,,,,,,,,,
ics.acboosti.pacbsts,17.696,,,,,,,,,,,
ics.acboosti.pacmbst,172.584907,,,,,,,,,,,
ics.acboosti.pengine,76.617535,,,,,,,,,,,
ics.acboosti.ptank,17.696,,,,,,,,,,,
ics.acboosti.wfacbst,9060,,,,,,,,,,,
ics.acboosti.wfacmbst,3755.955767,,,,,,,,,,,
ics.acboosti.wfbypass,5304.044165,,,,,,,,,,,
ics.countlk,4,,,,,,,,,,,
ics.eng.dpcd,45.627566,,,,,,,,,,,
ics.eng.dpnoz,331.666667,,,,,,,,,,,
ics.eng.pcd,721.163541,,,,,,,,,,,
ics.eng.pcn25,93,,,,,,,,,,,
ics.eng.pcn25r,94.559321,,,,,,,,,,,
ics.eng.pnozin,675.535975,,,,,,,,,,,
ics.eng.ps3,343.869308,,,,,,,,,,,
ics.eng.t25,825.097069,,,,,,,,,,,
ics.eng.wf36,9060,,,,,,,,,,,
ics.eng.xn25,16005.3,,,,,,,,,,,
ics.engboost.aboc.p,241.07063,,,,,,,,,,,
ics.engboost.aboc.wf,9060,,,,,,,,,,,
ics.engboost.fab.p,241.07063,,,,,,,,,,,
ics.engboost.fab.wf,9060,,,,,,,,,,,
ics.engboost.faboc.p,241.07063,,,,,,,,,,,
ics.engboost.faboc.wf,9060,,,,,,,,,,,
ics.engboost.focOr.dp,15.962997,,,,,,,,,,,
ics.engboost.focOr.pd,225.107633,,,,,,,,,,,
ics.engboost.focOr.ps,241.07063,,,,,,,,,,,
ics.engboost.focOr.wf,9060,,,,,,,,,,,
ics.engboost.inlet.p,76.617535,,,,,,,,,,,
ics.engboost.inlet.wf,9059.999931,,,,,,,,,,,
ics.engboost.mfp.N,25239.27,,,,,,,,,,,
ics.engboost.mfp.dp,1492.214227,,,,,,,,,,,
ics.engboost.mfp.pd,1717.32186,,,,,,,,,,,
ics.engboost.mfp.ps,225.107633,,,,,,,,,,,
ics.engboost.mfp.wf,9355.117862,,,,,,,,,,,
ics.engboost.ocm1.p,225.107633,,,,,,,,,,,
ics.engboost.ocm1.wf,9060,,,,,,,,,,,
ics.engboost.ocm2.p,225.107633,,,,,,,,,,,
ics.engboost.ocm2.wf,9355.117862,,,,,,,,,,,
ics.engboost.pengine,76.617535,,,,,,,,,,,
ics.engboost.vo_poc.p,225.107633,,,,,,,,,,,
ics.engboost.vo_poc.wf,9060,,,,,,,,,,,
ics.engboost.wfr,956.027767,,,,,,,,,,,
ics.engboost.wfs,956.027697,,,,,,,,,,,
ics.ifc.check.x,0.31,,,,,,,,,,,
ics.ifc.count,11,,,,,,,,,,,
ics.ifc.hs.cf,0.61,,,,,,,,,,,
ics.ifc.hs.x,0.007009,,,,,,,,,,,
ics.ifc.ln_p3s.p,1669.845349,,,,,,,,,,,
ics.ifc.ln_p3s.wf,0,,,,,,,,,,,
ics.ifc.lqx,1.2,,,,,,,,,,,
ics.ifc.mA_WFM,20,,,,,,,,,,,
ics.ifc.mo_p3s.p,1669.845349,,,,,,,,,,,
ics.ifc.mo_p3s.wf,0,,,,,,,,,,,
ics.ifc.mv.a,0.114203,,,,,,,,,,,
ics.ifc.mv.wfd,9060,,,,,,,,,,,
ics.ifc.mv.x,0.394148,,,,,,,,,,,
ics.ifc.mvsv.x,0,,,,,,,,,,,
ics.ifc.mvtv.ad,0.024857,,,,,,,,,,,
ics.ifc.mvtv.pd,721.163541,,,,,,,,,,,
ics.ifc.mvtv.wfd,9060,,,,,,,,,,,
ics.ifc.mvtv.x,0.10476,,,,,,,,,,,
ics.ifc.p1,1717.32186,,,,,,,,,,,
ics.ifc.p1c,1716.100277,,,,,,,,,,,
ics.ifc.p2,1716.100277,,,,,,,,,,,
ics.ifc.p2mp3,46.254927,,,,,,,,,,,
ics.ifc.p3,1669.845349,,,,,,,,,,,
ics.ifc.p3mpd,948.681808,,,,,,,,,,,
ics.ifc.pc,225.107633,,,,,,,,,,,
ics.ifc.pd,721.163541,,,,,,,,,,,
ics.ifc.pr,475.107633,,,,,,,,,,,
ics.ifc.precx,14.7,,,,,,,,,,,
ics.ifc.prt,1395.090398,,,,,,,,,,,
ics.ifc.px,1579.557193,,,,,,,,,,,
ics.ifc.vo_p2.p,1716.100277,,,,,,,,,,,
ics.ifc.vo_p2.wf,9060,,,,,,,,,,,
ics.ifc.vo_p3.p,1669.845349,,,,,,,,,,,
ics.ifc.vo_p3.wf,9060,,,,,,,,,,,
ics.ifc.vo_p3s.p,1669.845349,,,,,,,,,,,
ics.ifc.vo_p3s.wf,0,,,,,,,,,,,
ics.ifc.vo_pd.p,721.163541,,,,,,,,,,,
ics.ifc.vo_pd.wf,9060,,,,,,,,,,,
ics.ifc.vo_px.p,1579.557193,,,,,,,,,,,
ics.ifc.vo_px.wf,134.801851,,,,,,,,,,,
ics.ifc.vo_px1.p,350.107633,,,,,,,,,,,
ics.ifc.vo_px1.wf,0,,,,,,,,,,,
ics.ifc.vo_px2.p,350.107633,,,,,,,,,,,
ics.ifc.vo_px2.wf,0,,,,,,,,,,,
ics.ifc.wf1c,9355.117862,,,,,,,,,,,
ics.ifc.wf1cx,9355.117862,,,,,,,,,,,
ics.ifc.wf1f,0,,,,,,,,,,,
ics.ifc.wf1leak,160.31601,,,,,,,,,,,
ics.ifc.wf1mv,9060,,,,,,,,,,,
ics.ifc.wf1s,134.801851,,,,,,,,,,,
ics.ifc.wf1v,0,,,,,,,,,,,
ics.ifc.wf1vg,0,,,,,,,,,,,
ics.ifc.wf1w,0,,,,,,,,,,,
ics.ifc.wf2s,0,,,,,,,,,,,
